qid	answer	tigan	o1	p1	o2	p2	o3	p3	tail
319	1	行車中發現後方車輛持續逼近且頻繁閃燈催促，此時最適當的做法是：	(1)	適當減速，靠右讓出車道，讓後車先行通過。	(2)	加速拉開與後車的距離，以維護行車安全。	(3)	維持原速不予 理會，避免助長對方逼車行為。	
320	3	在駕車時，如發現有人牽著動物橫越道路時應:	(1)	按鳴喇叭， 促其趕快通過。	(2)	加速搶越通過。	(3)	暫停，待其通過後再前進。	
321	1	駕車行經泥濘或積水地段正有行人行走時應：	(1)	減速慢行，避免污水濺及行人。	(2)	加速衝過積水。	(3)	連續按鳴喇叭及變換燈光，迫使行人讓道。	
322	2	遇老弱婦孺身心障礙者乘搭客車時應：	(1)	婉拒乘載。	(2)	待全部上車坐穩後再行開車。	(3)	可	
323	2	以趁機加倍收費。長隧道內設置停車彎，其目的是供：	(1)	停車休息。	(2)	故障車輛停放。	(3)	前車阻路超車用。	
324	2	汽車行駛於長隧道內：	(1)	可以任意變換車道。	(2)	不可以任意變換車道。	(3)	若因車道壅塞，	
325	1	可以變換至車輛較少之車道。汽車定期檢驗，逾期一個月以上者，應處罰：	(1)	罰鍰及吊扣牌照。	(2)	吊銷牌照。	(3)	罰鍰。	
326	1	汽車駕駛人，允許無駕駛執照之人，駕駛其車輛者應處罰：	(1)	吊扣其駕駛執照。	(2)	吊銷其駕駛執照。	(3)	吊銷其車輛牌照。	
327	1	汽車駕駛人駕駛汽車肇事致人受傷或死亡，應即時處理，如肇事致人重傷或死亡而逃逸者：	(1)	吊銷駕駛執照，並終身不得再考領。	(2)	應予罰鍰。	(3)	吊扣駕照1年。	
328	1	營業車(營業大客車除外)每年檢驗次數，應為：	(1)	出廠年份未滿5 年者，每年至少檢驗1次; 5年以上者，每年至少檢驗2次。	(2)	出廠年份滿3年以上者，每年至少檢驗1次。	(3)	出廠年份未滿5年者，每年至少檢驗2次。	
329	2	汽車檢驗分3種：	(1)	停駛、定期、臨時檢驗。	(2)	申請牌照、定期、臨時檢驗。	(3)	報廢、排煙(氣)、定期檢驗。	
330	3	未滿60歲職業汽車駕駛人之職業駕駛執照，應自發照之日起，每滿幾年審驗1次：	(1)	1年。	(2)	2年。	(3)	3年。	
331	1	領有學習駕駛證者應在何處學習駕駛：	(1)	駕駛學習場內或依公路或市區道路主管機關指定之道路及時間內為之。	(2)	快速道路上。	(3)	高速公路。	
332	2	自用小客車領有牌照，其出廠年份未滿幾年者，免予定期檢驗：	(1)	4年。	(2)	5年。	(3)	6年。	
333	3	因患病、出國等事由，職業駕駛執照未能按時審驗時，可持原照及有關證明，向當地公路監理機關申請補辦審驗，但須在病癒或回國後：	(1)	1個月內。	(2)	3個月內。	(3)	6個月內。	
334	2	應考小型車普通駕駛執照者，須有學習駕駛多少時間之經歷：	(1)	6 個月以上。	(2)	3個月以上。	(3)	2個月以上。	
335	1	應考小型車職業駕駛執照者，須有學習駕駛經歷：	(1)	6個月以上或領有小型車普通駕駛執照3個月以上。	(2)	9個月以上。	(3)	10個月。	
336	1	託人代考駕照者，單就報考人之處分為：	(1)	取消報考人之考試資 格，註銷已領有之駕駛執照，且自查獲之日起5年內不能再行報考。	(2)	3個月內不准再報考。	(3)	半年內不准再報 考。	
337	1	癲癇疾病患者，檢具醫療院所醫師出具最近二年以上未發作診斷證明書者：	(1)	得參加駕駛執照考驗。	(2)	不可參加普通駕駛執照考驗。	(3)	沒有特別規定。	
338	1	臨時停車停止時間：	(1)	未滿3分鐘。	(2)	未滿5分鐘。	(3)	未滿10分鐘。	
339	1	汽車車廂以外：	(1)	不得載人。	(2)	可以載人。	(3)	沒有限制。	
340	1	汽車載運乘客：	(1)	不得超過核定人數。	(2)	視需要來決定。	(3)	沒有規定或限制。	
341	3	汽車駕駛人駕車，違反道路交通安全規則，因而肇事致人死亡者：	(1)	吊扣行車執照。	(2)	吊扣駕駛執照。	(3)	吊銷駕駛執照。	
342	2	汽車駕駛人駕駛汽車肇事，雖無人受傷或死亡，卻未依規定處置且逃逸者，除處罰鍰外，並：	(1)	吊扣行車執照。	(2)	吊扣駕駛執照。	(3)	吊銷駕駛執照。	
343	2	駕駛人不在未劃分標線道路之中央右側駕車者，應處：	(1)	吊扣駕駛執照。	(2)	罰鍰。	(3)	吊扣行車執照。	
344	2	消防栓、消防車出入口，多少距離以內不得臨時停車：	(1)	10公尺。	(2)	5公尺。	(3)	15公尺。	
345	2	汽車駛近學校、醫院等處時：	(1)	多按鳴喇叭，使學生或病人等注意。	(2)	除遇有緊急或危險情況外，不得按鳴喇叭。	(3)	只能按喇叭 1短聲。	
346	1	汽車行經設有學校、醫院標誌之路段，應該：	(1)	減速慢行，作隨時停車之準備。	(2)	多按鳴喇叭，使行人注意。	(3)	加速通過，以免人車擁塞。	
347	3	在市區交通頻繁之道路：	(1)	按鳴喇叭兩長聲後，可以超車。	(2)	按鳴喇叭兩短聲後，可以超車。	(3)	不可按鳴喇叭或超車。	
348	1	領有臨時牌照之車輛：	(1)	不得載運客貨收費營業。	(2)	可以載貨營業。	(3)	無規定。	
349	1	前行車駕駛人聞後行車超車之喇叭聲，如車前路況無障礙時：	(1)	應減速靠邊或表示允讓。	(2)	不必避讓。	(3)	加速行駛。	
350	1	聞有消防車、救護車、警備車、工程救險車、毒性化學物質災害事故應變車等之警號時，不論來自何方，應：	(1)	立即避讓。	(2)	不須避讓。	(3)	只要不跨線行駛，就不必避讓。	
351	1	鐵路平交道遮斷器未放下，或看守人員未表示停止時，應該：	(1)	仍應看、聽鐵路兩端確無火車駛來，始得通過。	(2)	加速通過。	(3)	俟看守人表示後通過。	
352	1	報廢之車輛：	(1)	不得再行申請登檢領照使用。	(2)	修復後可申請登檢領照。	(3)	無規定。	
353	3	使用偽造、變造、或矇領之牌照者，應處：	(1)	罰鍰並禁止其行駛。	(2)	扣繳牌照。	(3)	罰鍰，扣繳牌照並當場移置保管該汽車。	
354	1	汽車駕駛人有下列情形之一者，應施以道路交通安全講習：	(1)	闖越鐵路平交道。	(2)	於交岔路口10公尺內臨時停車。	(3)	變換車道時，未注意安全距離。	
355	1	領有牌照之自用小客車，除使用液化石油氣及壓縮天然氣為燃料者外，檢驗次數應為：	(1)	出 廠年份未滿5年者，免定期檢驗；5年以上未滿10年者，每年至少檢驗1次；10年以上者每年至少檢驗2次。	(2)	出廠年份10年以上者每年至少檢驗3次。	(3)	出廠年份未滿5年者， 每年至少檢驗2次。	
356	3	小型車駕駛執照吊扣期間駕駛小型車者，除處新臺幣36,000～60,000元罰鍰，並當場移置保管該汽車外，並應：	(1)	再吊扣其行照。	(2)	再吊扣其駕照。	(3)	吊銷其駕照。	
357	1	於身心障礙專用停車位違規停車者：	(1)	罰鍰。	(2)	吊扣牌照。	(3)	勸導。	
358	2	牌照借供他車使用或使用他車牌照行駛者，除罰鍰外，並應：	(1)	吊扣牌照。	(2)	吊銷牌照。	(3)	沒入車輛。	
359	2	汽車駕駛人行駛高速公路、快速公路而不遵守管制規定，經當場舉發之處罰：	(1)	記點不罰鍰。	(2)	罰鍰並違規記點。	(3)	罰鍰。	
360	3	在鐵路平交道超車、迴車、倒車或停車者，應處以：	(1)	罰鍰。	(2)	罰鍰並違規記點。	(3)	罰	
361	1	鍰並吊扣駕照。強行闖越鐵路平交道之處罰是：	(1)	罰鍰並吊扣駕照。	(2)	吊銷駕照。	(3)	罰鍰。	
362	2	汽車駕駛人因違規記點，2年內經吊扣駕駛執照2次，再違反記點規定者，處以：	(1)	吊扣其駕駛執照。	(2)	吊銷其駕駛執照。	(3)	罰鍰。	
363	1	占用道路之廢棄車輛，經民眾檢舉或由警察機關、環境保護主管機關查報後，由警察機關通知車主限期處理而屆期未清理者：	(1)	環保機關可移置保管，並可向車主收取費用。	(2)	任其占用。	(3)	直接銷毀。	
364	1	占用道路之廢棄車輛，由環保單位或委託民間單位移置保管，經公告多久無人認領，可依廢棄物清除：	(1)	1個月。	(2)	2個月。	(3)	3個月。	
365	3	逕行舉發汽車超速行駛時，其違規地點相距：	(1)	14公里以上。	(2)	8公里以上。	(3)	6公里以上。 得連續舉發之，但其違規地點在隧道內者，不在此限。	
366	2	汽車所有人或汽車駕駛人接獲違反道路交通管理事件通知單後，於	(1)	10日。	(2)	30日。	(3)	50日。 內得不經裁決，逕依處罰條例第92 條第4項之罰鍰基準規定，向指定之處所繳 納結案。	
367	2	小客車前座或貨車駕駛室乘人超過規定人數者，處汽車駕駛人：	(1)	吊扣駕照。	(2)	罰鍰。	(3)	鍰並吊扣駕照	
368	2	汽車肇事逃逸案件，經通知汽車所有人到場說明，無故不到場說明，或不提供汽車駕駛人相 關資料者：	(1)	吊銷該汽車牌照。	(2)	吊扣該汽車牌照。	(3)	吊扣汽車所有人駕照。	
369	2	汽車駕駛人，在快車道上依規定行駛，因行人或慢車不依規定，擅自進入快車道，而致人受傷或死亡，依法應負刑事責任者：	(1)	一樣不變。	(2)	減輕其刑。	(3)	加重其刑。	
370	3	受處分人，如有不服處罰之裁決者，應以原處分機關為被告，逕向管轄之高等行政法院地方行政訴訟庭提起訴訟；其中撤銷訴訟之提起，應於裁決書送達後：	(1)	10日。	(2)	20日。	(3)	30日。之不變期間內為之。	
371	3	下列何種違規行為得對汽車所有人逕行舉發處罰：	(1)	無照駕駛。	(2)	酒醉駕車。	(3)	違規停車而駕駛人不在場。	
372	1	拼裝車輛未經核准 領用牌證行駛或報廢車仍行駛道路者，其車輛：	(1)	沒入之並罰鍰。	(2)	公告拍賣之。	(3)	繳清罰鍰後始得領回。	
373	2	汽車駕駛人無照駕駛大貨車、大客車、聯結車之行為，經舉發後除罰鍰外，並：	(1)	吊銷牌照。	(2)	當場禁止其駕駛。	(3)	車輛沒入。	
374	3	駕駛汽車行駛於高速公路或快速公路，汽車駕駛人、前座或小型車 後座乘客未繫安全帶者，將處駕駛人罰鍰新臺幣：	(1)	1,000～ 2,000元。	(2)	1,500～3,000元。	(3)	3,000～6,000 元。	
375	2	違規停車經舉發後仍未改正，每逾：	(1)	1小時。	(2)	2小時。	(3)	半小時。得連續舉發。	
376	3	逕行舉發汽車超速行駛時，其：	(1)	違規時間相隔4分鐘以上或行駛經過1個路口以上。	(2)	違規時間相隔5分鐘以上或行駛經過1個路口以上。	(3)	違規地點相距6公里以上、違規時間相隔6分鐘以上或行駛經過1個路口以上。 得連續舉發之。但其違規地點在隧道內者，不在 此限。	
377	2	汽車駕駛人違規併排停車將處罰鍰新臺幣：	(1)	1,200元以上3,000元以下。	(2)	1,800元以上3,000元以下。	(3)	2,400元以上3,000元以下。。	
378	3	汽車駕駛人無正當理由，不依規定接受道路交通安全講習者，處新臺幣1,800元罰鍰，經再通知依限參加講習，逾期6個月以上仍不參加者，應罰：	(1)	吊扣行車執照。	(2)	吊銷駕駛執 照。	(3)	吊扣駕駛執照。	
379	1	汽車所有人或駕駛人於辦理車輛過戶、停駛、復駛、繳交牌照、註銷牌照、換發牌照或駕駛執照前：	(1)	應。	(2)	不需要。	(3)	沒規定。 繳清未結之違規罰鍰。	
380	3	高速或快速公路匝道上速度限制每小時為：	(1)	20公里。	(2)	30公里。	(3)	應依速限標誌指示。	
381	3	在高速公路最高速限每小時90公里以上之路段，行駛速率低於每小時：	(1)	60公里。	(2)	70公里。	(3)	80公里。 之較慢速小型車，應行駛於外側車道。	
382	3	在高速或快速公路同一車道上行駛之小型車輛時速在70公里時，前後兩車間最少距離應為：	(1)	15公尺。	(2)	25公尺。	(3)	35公尺。	
383	2	大型車輛在高速或快速公路行駛，應在：	(1)	內側車道行駛。	(2)	外側車道行駛。	(3)	可以任意在內外側車道行駛。	
384	1	汽車在高速或快速公路行駛中：	(1)	不得利用路肩超車。	(2)	可以利用路肩超車。	(3)	僅能利用加速車道超車。	
385	3	正常天候下，高速或快速公路之最高行車速度限制為：	(1)	120公里/小時。	(2)	110公里/小時。	(3)	應依速限標誌指示。	
386	2	濃霧、濃煙、大雨、強風，致能見度甚低時在高速或快速公路行駛之車輛時速：	(1)	應保持最低速度限制60公里以上。	(2)	應以低於40 公里行駛或暫停路肩，並顯示危險警告燈。	(3)	應維持正常速度行車。	
387	2	在單車道之匝道及加減速車道上駕駛車輛：	(1)	可以超車。	(2)	不得超車。	(3)	可以暫停行駛。	
388	2	在高速或快速公路行車錯過了出口匝道：	(1)	暫停路旁，等待後方無來車，就可以迴轉下匝道。	(2)	繼續往前駛至次一出口。	(3)	暫停路旁，等待後方無來車，就可以倒車下匝道。	
389	3	梅花型的交通標誌是：	(1)	設在道路旁的裝飾圖案。	(2)	重要公路的表示。	(3)	國道標誌圖案。	
390	3	高速或快速公路之內側車道為超車道，但小型車輛於不堵塞行車之狀況下：	(1)	可以慢速。	(2)	不可以。	(3)	得以該路段容許之最高速限。行駛於內側車道。	
391	1	一般交通秩序會混亂，因而造成交通堵塞、癱瘓甚至造成車禍，其主要原因在於：	(1)	駕駛人或用路人不遵守交通規則。	(2)	車輛數量太多。	(3)	道路路面不寬敞。	
392	1	車禍之發生大都是人為因素不遵守交通規則疏忽造成，因此應加強何者為先：	(1)	交通規則教育訓練，培養駕駛道德。	(2)	提高駕駛技術考驗。	(3)	灌輸車輛保養方法。	
393	1	汽車在強風中行駛，若感覺車身有搖晃現象時應：	(1)	穩握方向盤，減低行車速度，加大跟車距離，避免變換車道	(2)	加速通過。	(3)	不影響行車安全不必理會。	
394	1	小客車行駛於高速公路時，以多少時速行駛，耗油最少?	(1)	80～ 90公里。	(2)	50～60公里。	(3)	 110～120公里。	
